label,social_____avg_delta_follower,social_____avg_delta_friend,social_____avg_favourites,social_____avg_follower,social_____avg_friend,social_____avg_listed,social_____avg_statuses,social_____delta_followers_count_down,social_____delta_followers_count_else,social_____delta_followers_count_up,social_____delta_followers_count_up_percent,social_____max_delta_follower,social_____max_delta_friend,social_____max_favourites,social_____max_follower,social_____max_friend,social_____max_listed,social_____max_statuses,social_____verified_percent,tweet_id
unverified,-75353.4678362573,-4220.754385964912,66869.43930635838,4240.456647398844,3544.508670520231,114.28901734104046,88704.11560693642,163.0,0.0,8.0,0.04678362573099415,12882.0,72809.0,559207.0,118092.0,79047.0,2281.0,946035.0,0.028901734104046242,765735409984806912
true,-40687.45161290323,-184.3841642228739,28495.273504273504,1922.7692307692307,989.9544159544159,49.99430199430199,31968.327635327634,321.0,0.0,20.0,0.05865102639296188,31601.0,13083.0,873567.0,83502.0,13756.0,1711.0,1715270.0,0.005698005698005698,614610102927147008
true,-15374.32,-3674.48,15127.425196850394,2241.472440944882,1771.023622047244,69.80314960629921,30300.385826771653,120.0,0.0,5.0,0.04,76558.0,40075.0,268325.0,91300.0,43641.0,3225.0,611573.0,0.007874015748031496,614650850393391104
true,-2923783.271966527,314.40167364016736,15646.936440677966,15387.296610169491,1002.7415254237288,210.25,35768.1906779661,233.0,0.0,6.0,0.02510460251046025,1723.0,6885.0,283795.0,3328545.0,7385.0,37877.0,874195.0,0.01694915254237288,614648099542204416
true,-874955.7826086957,-612.6304347826087,20045.822916666668,28714.479166666668,1786.0208333333333,246.9375,65486.229166666664,86.0,0.0,6.0,0.06521739130434782,2325034.0,30330.0,229354.0,2346309.0,31933.0,13438.0,765735.0,0.041666666666666664,544514564407427072
unverified,-241026.15062761508,-158332.86192468618,47136.023715415016,9908.96837944664,7069.482213438735,102.07509881422925,71197.08300395258,236.0,0.0,3.0,0.012552301255230125,6340.0,5873.0,640422.0,279840.0,186918.0,1350.0,619779.0,0.0,707305999971921920
non-rumor,-399867.9603698811,464.8784676354029,35562.59346405229,4362.840522875817,1329.6392156862746,123.73986928104576,61393.22483660131,710.0,0.0,47.0,0.062087186261558784,315669.0,17929.0,910449.0,636713.0,17942.0,16055.0,1800871.0,0.02875816993464052,644329878876237824
true,-12659029.5,978.0294117647059,17720.827338129497,133699.3309352518,2144.589928057554,713.3812949640288,70401.3309352518,136.0,0.0,0.0,0.0,-651.0,24637.0,249914.0,14269035.0,34641.0,56271.0,1313434.0,0.11510791366906475,553566026030272512
unverified,-689751.2716049383,540.2486772486773,38536.4554973822,4864.579406631763,1472.1727748691098,94.64746945898779,75196.67364746946,534.0,0.0,33.0,0.0582010582010582,178440.0,23753.0,669252.0,972923.0,26747.0,10995.0,780942.0,0.034904013961605584,715253497462145024
non-rumor,-32972429.833655708,427.0696324951644,17486.471042471043,66178.00772200772,726.2471042471043,138.76447876447875,36391.015444015444,510.0,0.0,7.0,0.013539651837524178,1281.0,25675.0,448918.0,33890893.0,25972.0,59968.0,1029353.0,0.005791505791505791,693804277031157761
unverified,-10846909.682857143,-4041.2685714285712,30731.252148997133,34277.87392550143,1467.160458452722,291.3868194842407,43421.47851002865,343.0,0.0,7.0,0.02,9573.0,13254.0,485150.0,11436214.0,18961.0,84913.0,833125.0,0.014326647564469915,715268937873760256
non-rumor,-1284383.183972912,-277.3611738148984,37655.33402061856,3456.4288659793815,1212.3721649484537,53.59278350515464,64372.5175257732,825.0,0.0,61.0,0.06884875846501129,24505.0,133314.0,646565.0,1744209.0,134282.0,20130.0,1008240.0,0.003092783505154639,763964234774347776
true,-143.65384615384616,-72.57692307692308,22684.039301310044,741.4454148471616,724.8777292576419,8.97816593886463,25393.733624454148,15.0,0.0,11.0,0.4230769230769231,2282.0,1668.0,496416.0,9083.0,7652.0,528.0,306472.0,0.0,614616994499788800
non-rumor,-31906697.351626016,-388.5782520325203,27523.13098729228,42188.78983382209,805.9120234604105,163.8690127077224,41338.38416422287,916.0,0.0,68.0,0.06910569105691057,38647.0,77290.0,664748.0,41805990.0,78398.0,138305.0,1711952.0,0.004887585532746823,693185853867294721
true,-36648338.213849284,1228.8696537678209,23271.382,83623.08,1767.792,380.512,63212.464,483.0,0.0,8.0,0.016293279022403257,21798.0,37865.0,1091854.0,39537723.0,37868.0,134855.0,1183995.0,0.038,553506608203169792
unverified,-1946595.5578231292,667.9659863945578,59661.06756756757,44628.52027027027,2027.4932432432433,373.6689189189189,93206.45945945945,120.0,0.0,27.0,0.1836734693877551,5995773.0,23701.0,460480.0,6043489.0,24670.0,32578.0,1800871.0,0.02027027027027027,751856580874960897
unverified,-870992.7721518987,-1894.1772151898733,20002.53086419753,12159.308641975309,1022.0370370370371,219.55555555555554,57084.38271604938,79.0,0.0,0.0,0.0,-278.0,5481.0,587509.0,906372.0,8459.0,15750.0,1330069.0,0.012345679012345678,712223438698627073
unverified,-2929946.911764706,2123.0882352941176,28872.155737704918,30092.950819672133,3011.5819672131147,267.1885245901639,62222.05737704918,101.0,0.0,1.0,0.00980392156862745,168.0,24783.0,406978.0,3250729.0,25038.0,25917.0,559045.0,0.01639344262295082,707405809181917184
non-rumor,-35433726.06048387,825.4818548387096,17912.296523517383,103605.00204498977,923.6646216768917,442.3844580777096,45895.47239263804,482.0,1.0,13.0,0.02620967741935484,2965.0,19788.0,515078.0,39537998.0,19791.0,134852.0,1173144.0,0.02044989775051125,693013768738115584
unverified,-388073.06172839506,485.08641975308643,68933.567251462,9312.82456140351,5250.479532163743,128.33333333333334,95708.30994152046,160.0,0.0,2.0,0.012345679012345678,3174.0,141333.0,392444.0,462464.0,144054.0,4555.0,846613.0,0.011695906432748537,744390771869102080
true,-52492367.94411765,1685.270588235294,15821.140762463343,166768.24046920822,1948.8299120234603,622.7243401759531,51521.81231671554,335.0,0.0,5.0,0.014705882352941176,6113.0,137702.0,247994.0,55087085.0,137823.0,183189.0,1688239.0,0.04398826979472141,524959809402331137
unverified,-7302340.964788732,-66185.52112676056,33497.34965034965,55602.195804195806,1518.2097902097903,552.5104895104895,49737.881118881116,138.0,0.0,4.0,0.028169014084507043,2681.0,2335.0,277429.0,7739740.0,71096.0,66469.0,388144.0,0.027972027972027972,778689027918618625
unverified,-2983780.5306122447,1777.6938775510205,26026.971698113208,33828.70754716981,3367.8867924528304,323.9339622641509,73263.33018867925,98.0,0.0,0.0,0.0,-439.0,34775.0,177904.0,3250814.0,35030.0,25919.0,671780.0,0.009433962264150943,707412869860696064
unverified,-504800.58762886596,489.29896907216494,18422.83,6226.54,511.35,51.11,53630.97,94.0,0.0,3.0,0.030927835051546393,871.0,4365.0,265676.0,544821.0,4367.0,2536.0,316360.0,0.0,650710483289419776
unverified,-2553.8186344238975,-18.09103840682788,14459.711963589076,970.0936280884265,570.853055916775,12.099479843953185,31620.459037711313,1094.0,0.0,312.0,0.22190611664295876,21836.0,9201.0,251765.0,28399.0,9201.0,329.0,427211.0,0.0006501950585175553,656523458139045889
non-rumor,-18072704.517374516,821.7528957528957,23481.180076628352,82938.00383141762,1943.7854406130268,640.383141762452,81992.2337164751,254.0,0.0,5.0,0.019305019305019305,764.0,41474.0,424546.0,20397757.0,42559.0,117801.0,1711952.0,0.02681992337164751,693135382309896192
true,-336950.5222457627,153.26271186440678,23569.718209562565,5077.544252288912,1909.1342828077313,69.85961342828077,45804.57782299085,881.0,0.0,63.0,0.06673728813559322,2101145.0,67023.0,368745.0,2104181.0,68017.0,10006.0,570365.0,0.014242115971515769,623533663947517952
non-rumor,-31905448.029834256,363.7635359116022,15742.898249452954,37810.42888402626,685.5361050328228,80.72647702407002,28218.89715536105,878.0,0.0,27.0,0.02983425414364641,7986.0,34321.0,359419.0,33890886.0,34618.0,59969.0,1029374.0,0.00437636761487965,692833140428017664
true,-169906.96238244514,-885.5611285266458,19325.431432973804,2884.0,1170.4961479198766,81.96610169491525,34611.30354391372,606.0,0.0,32.0,0.050156739811912224,96333.0,21613.0,448656.0,304022.0,23164.0,4173.0,711229.0,0.053929121725731895,614599815280857088
non-rumor,-6898732.972318339,-3141.524798154556,31704.44650655022,13579.329694323143,522.4585152838428,113.14847161572052,31755.26746724891,776.0,1.0,90.0,0.10380622837370242,10937.0,1679.0,352757.0,11436214.0,6979.0,84912.0,1221235.0,0.0032751091703056767,693853310479155200
true,-2421723.672839506,936.574074074074,17411.654761904763,22452.660714285714,1993.404761904762,232.51785714285714,49612.44047619047,156.0,0.0,6.0,0.037037037037037035,1459.0,37574.0,387621.0,3250766.0,63121.0,25919.0,2193958.0,0.041666666666666664,614615157730357248
unverified,-20589.313513513513,-229.1891891891892,45986.142105263156,1102.2,561.5684210526316,21.121052631578948,42467.78947368421,177.0,0.0,8.0,0.043243243243243246,5287.0,8095.0,535274.0,25504.0,8610.0,285.0,536135.0,0.0,714851393861881857
non-rumor,-8766921.183480455,425.655737704918,20810.61314321141,7706.297582145071,566.6540607563546,66.32238065716056,21622.455672659642,1487.0,0.0,99.0,0.06242118537200504,76376.0,56429.0,1002249.0,11131048.0,56443.0,73849.0,821567.0,0.008679479231246125,767859423150759936
non-rumor,-12022648.869636964,798.7508250825083,30150.896381578947,24799.572368421053,1275.5,196.60526315789474,48578.80921052631,599.0,1.0,6.0,0.009900990099009901,8939.0,22152.0,444674.0,13259004.0,22382.0,63394.0,1320250.0,0.01644736842105263,764906140257837056
true,-1649051.7861842106,-1269.2313596491229,13307.444684295737,1697.8067997841338,547.0086346465191,7.128440366972477,15199.18402590394,1755.0,0.0,69.0,0.03782894736842105,24743.0,53319.0,407119.0,1821222.0,55188.0,1682.0,1715270.0,0.0010793308148947653,619242759359037440
true,-2645227.090909091,812.1704545454545,13038.934782608696,36125.90217391304,1499.8152173913043,195.19565217391303,58709.75,84.0,0.0,4.0,0.045454545454545456,13432.0,11575.0,287783.0,3147153.0,12024.0,10463.0,581595.0,0.043478260869565216,552792913910833152
unverified,-7087.352272727273,1825.7272727272727,75972.62886597938,7382.5360824742265,6995.268041237114,82.20618556701031,102414.72164948453,72.0,0.0,16.0,0.18181818181818182,57393.0,40920.0,578717.0,70849.0,44923.0,708.0,432686.0,0.0,764368020391223296
unverified,-31347.70754716981,-8278.235849056604,45886.667701863356,5333.295031055901,4748.791925465838,70.09937888198758,76822.2049689441,95.0,0.0,11.0,0.10377358490566038,47191.0,10007.0,498523.0,77223.0,76210.0,517.0,732712.0,0.003105590062111801,741995157969592321
non-rumor,-49227647.17152659,940.0463121783877,27307.114726027397,96360.64897260274,1148.734589041096,385.4640410958904,56697.734589041094,565.0,0.0,18.0,0.030874785591766724,9917.0,71975.0,562779.0,55087053.0,72096.0,183189.0,1711952.0,0.00684931506849315,767754921403899906
non-rumor,-31941081.092764378,263.3636363636364,18682.31111111111,63296.07962962963,587.2148148148148,126.5425925925926,25821.892592592594,524.0,0.0,15.0,0.027829313543599257,1401.0,10065.0,437282.0,33890763.0,10362.0,59964.0,1029353.0,0.005555555555555556,692940257134653441
true,-236889.05897435898,329.44615384615383,33257.37150127227,4828.773536895675,1328.6335877862596,138.72519083969465,50014.236641221374,369.0,0.0,21.0,0.05384615384615385,415425.0,14513.0,738941.0,638971.0,15140.0,6405.0,735717.0,0.04580152671755725,667487418388488192
true,-104663.74666666667,-948.6506666666667,21308.221662468513,8447.168765743074,2806.110831234257,129.7581863979849,59494.96725440806,326.0,0.0,49.0,0.13066666666666665,618049.0,115339.0,286274.0,679145.0,135195.0,5150.0,1178609.0,0.06297229219143577,553586897168392192
unverified,-179699.4672897196,710.3364485981308,36828.19090909091,9126.772727272728,1068.0181818181818,181.84545454545454,61017.87272727273,104.0,0.0,3.0,0.028037383177570093,246935.0,12370.0,647548.0,470478.0,12407.0,5537.0,363729.0,0.07272727272727272,730516765525082112
non-rumor,-35926139.75925926,-14.85925925925926,20635.944029850747,157260.97014925373,1128.589552238806,587.4365671641791,72601.02611940299,270.0,0.0,0.0,0.0,-64.0,12279.0,408279.0,41806471.0,13387.0,138303.0,1712257.0,0.014925373134328358,693128224960856064
true,-68117.54285714286,-2163.9142857142856,45177.6625,6884.0875,2478.625,197.55,120287.0,31.0,0.0,4.0,0.11428571428571428,129195.0,1337.0,544644.0,143971.0,12381.0,4237.0,2193826.0,0.0375,553221600955621376
non-rumor,-10790188.76419214,622.4192139737992,24528.04329004329,49071.207792207795,750.1428571428571,346.8874458874459,30756.04329004329,227.0,0.0,2.0,0.008733624454148471,1973.0,13815.0,384099.0,11131209.0,13829.0,73853.0,821575.0,0.012987012987012988,693071538896162816
non-rumor,-10234423.263374485,-3526.9423868312756,32339.575098814228,25072.185770750988,1863.8557312252965,205.51185770750988,55828.928853754944,472.0,0.0,14.0,0.02880658436213992,4673.0,191775.0,520189.0,11436211.0,197482.0,84912.0,1608037.0,0.009881422924901186,693869818366287872
unverified,-8530866.83839779,-226.21915285451198,32059.746788990826,9604.128899082569,1892.2380733944954,100.6059633027523,42160.33073394495,2144.0,0.0,28.0,0.01289134438305709,4624.0,381948.0,607052.0,9239851.0,383283.0,18204.0,1072316.0,0.006880733944954129,714998347111669760
non-rumor,-1540097.1783439491,-1178.3519108280254,23553.600628930817,8609.889937106918,1431.6163522012578,162.9811320754717,42992.22169811321,598.0,0.0,30.0,0.04777070063694268,84770.0,92707.0,1019152.0,2863103.0,93969.0,32203.0,1426067.0,0.036163522012578615,686666933949837312
non-rumor,-17514821.27436823,1493.6883273164863,33704.02173913043,24907.140096618357,2196.987922705314,122.46980676328502,47397.194444444445,824.0,0.0,7.0,0.00842358604091456,7883.0,175704.0,684858.0,18517960.0,176102.0,65781.0,1318824.0,0.008454106280193236,767710042816602112
unverified,-96282.35714285714,885.9910714285714,34936.728070175435,3343.4298245614036,2277.2368421052633,116.34210526315789,57401.48245614035,111.0,0.0,1.0,0.008928571428571428,2584.0,15464.0,808002.0,104035.0,16699.0,4208.0,1098900.0,0.017543859649122806,714811995573325828
unverified,1270.861788617886,964.479674796748,29169.056910569107,1850.6504065040651,1483.219512195122,17.333333333333332,44821.67479674797,14.0,0.0,109.0,0.8861788617886179,37562.0,34966.0,243545.0,37698.0,35089.0,161.0,271160.0,0.0,728101712762834944
true,-36452117.73706004,1555.975155279503,21266.487654320987,157776.1502057613,1711.732510288066,717.7469135802469,68138.83539094651,478.0,0.0,5.0,0.010351966873706004,90520.0,56525.0,869172.0,39537803.0,56528.0,134855.0,1291951.0,0.030864197530864196,544399927045283840
true,-4733.34,-747.34,19797.77358490566,2416.764150943396,1961.2830188679245,69.0377358490566,39811.981132075474,86.0,0.0,14.0,0.14,59497.0,14376.0,302677.0,61269.0,16307.0,1276.0,452043.0,0.018867924528301886,524947674164760577
unverified,-41264128.25,704.3671875,33886.37984496124,339725.63565891475,1601.6976744186047,1663.9922480620155,90707.1007751938,124.0,0.0,4.0,0.03125,4410.0,28630.0,412659.0,43297238.0,29517.0,199785.0,1711952.0,0.023255813953488372,701539698452393986
unverified,-175971.92571428572,-3359.0857142857144,12583.135593220339,2226.2033898305085,1193.8135593220338,17.214689265536723,15142.598870056498,172.0,0.0,3.0,0.017142857142857144,1609.0,29754.0,391799.0,187625.0,34464.0,291.0,143325.0,0.005649717514124294,653285570383335424
true,-104030.35576923077,829.6826923076923,21122.22641509434,7282.311320754717,2184.6132075471696,165.71698113207546,91878.75471698113,99.0,0.0,5.0,0.04807692307692308,132618.0,37251.0,213647.0,250585.0,37592.0,3393.0,1955493.0,0.07547169811320754,552792802309181440
unverified,-172791.94488188977,1614.8818897637796,33979.72440944882,7193.047244094489,2582.818897637795,155.30708661417322,53443.330708661415,124.0,0.0,3.0,0.023622047244094488,17244.0,47801.0,484281.0,208796.0,48344.0,5489.0,537746.0,0.03937007874015748,707310135291416576
non-rumor,-32513165.003125,493.05,24753.63354037267,106214.22049689441,877.6428571428571,208.6304347826087,55922.22670807454,315.0,0.0,5.0,0.015625,802.0,21910.0,337707.0,33890641.0,22207.0,59963.0,1508366.0,0.006211180124223602,693196937172951040
true,-1458356.5741935484,489.01935483870966,14231.16149068323,12654.006211180124,1313.670807453416,268.9875776397516,23582.186335403727,153.0,0.0,2.0,0.012903225806451613,35381.0,9780.0,576898.0,1776860.0,10424.0,33024.0,412462.0,0.031055900621118012,614891047886434304
true,-48287.9,-23044.46923076923,36682.75,3698.0,2696.757575757576,107.85606060606061,63509.371212121216,125.0,0.0,5.0,0.038461538461538464,6109.0,1543.0,507869.0,67168.0,33966.0,1178.0,469099.0,0.015151515151515152,525023025792835585
unverified,-2262.9166666666665,-4745.875,49047.60666666667,3725.713333333333,4088.8733333333334,73.13333333333334,78071.21333333333,14.0,0.0,10.0,0.4166666666666667,5992.0,3960.0,378197.0,25149.0,55933.0,673.0,442162.0,0.0,765887221736046592
non-rumor,-29345278.298606016,373.62215700660306,23392.78134110787,26129.61807580175,779.2587463556852,68.49708454810495,40568.87099125364,1296.0,1.0,66.0,0.04842259721203228,15721.0,45142.0,750041.0,33890979.0,45439.0,59971.0,1029374.0,0.009475218658892129,767561970182598657
non-rumor,-7958463.75,-71316.7265625,35468.265625,62125.29296875,1524.3046875,240.82421875,53109.37109375,255.0,0.0,1.0,0.00390625,135.0,365.0,1121250.0,11592985.0,117511.0,35870.0,1257928.0,0.01171875,687984820815851521
true,-206725.32467532466,-7082.428571428572,20683.23076923077,5404.602564102564,1246.179487179487,91.41025641025641,85307.56410256411,153.0,0.0,1.0,0.006493506493506494,113050.0,6610.0,335704.0,221578.0,15296.0,3979.0,774784.0,0.019230769230769232,544282227035869184
non-rumor,-7563416.702549575,-76236.82294617564,32514.371780515117,15853.073908174692,1774.518477043673,62.378499440089584,62687.74804031355,689.0,0.0,17.0,0.024079320113314446,6668.0,7110.0,519941.0,11592849.0,117511.0,35871.0,959929.0,0.0011198208286674132,766822417712963584
true,-25476.315217391304,-316.9891304347826,24352.21153846154,4185.307692307692,1840.8365384615386,136.92307692307693,55044.04807692308,85.0,0.0,7.0,0.07608695652173914,38398.0,13551.0,497712.0,53795.0,16787.0,1164.0,536617.0,0.0673076923076923,553558982476828674
